name,size_bytes,currency,price,review_count,rating,content_rating,primary_genre
Eisenhorn: XENOS,3008276480,USD,5.99,100,3.5,12+,Games
KING OF KARTS: Single- & Multiplayer Battles.,481390592,USD,2.99,9,3.5,4+,Games
Popcorn Buzz - Free Group Calls,17457152,USD,0,281,3.5,4+,Social Networking
"InShot Video Editor Music, No Crop, Cut",55851008,USD,0,12779,5,4+,Photo & Video
My Uncrowded,171746304,USD,0.99,224,3,17+,Games
PAC-MAN Championship Edition DX,126681088,USD,4.99,517,4.5,9+,Games
Matchsticks ~ Free Puzzle Game with Matches,32492544,USD,0,212,4.5,4+,Games
盗墓OL-精绝女王,339391488,USD,0,0,0,17+,Games
Doc McStuffins Pet Vet,609991680,USD,1.99,70,3,4+,Entertainment
Fishing Break,578273280,USD,0,2088,4.5,9+,Games
Flipped Out – The Powerpuff Girls Match 3 Puzzle / Fighting Action Game,640870400,USD,2.99,124,4.5,9+,Games
Equipd Bible,135132160,USD,2.99,94,4.5,4+,Productivity
Private School Days,55376896,USD,4.99,99,4,17+,Games
恋愛消滅ボタン ~ 無料 泣ける恋愛小説 放置ゲーム ~,23538688,USD,0,0,0,12+,Book
Fetty Wap: Nitro Nation Stories,1027908608,USD,0,2005,4.5,4+,Games
Scrubby Dubby Saga,112135168,USD,0,3874,4.5,4+,Games
Chain: Collaborate On MyVideo Story/Group Video,95789056,USD,0,35,4.5,12+,Social Networking
Face on Face,1736704,USD,0.99,0,0,4+,Entertainment
Kick Hero,107540480,USD,0,733,4.5,9+,Games
Path of War,88379392,USD,0,377,4.5,12+,Games
Blink Health,38117376,USD,0,1198,5,17+,Medical
Clouds & Sheep 2 Premium,299395072,USD,3.99,1,4,4+,Games
Dawnbringer,799076352,USD,0,238,3.5,12+,Games
Honest App: Shop baby & diaper products,121671680,USD,0,3173,5,4+,Shopping
街机游戏厅 - 电玩游戏合集火爆改版,256049152,USD,0.99,0,0,12+,Games
乐享动-有运动音乐推荐的计步器,104727552,USD,0,0,0,4+,Health & Fitness
"It Girl Story - Styling, Fashion & Celebrity Life",931567616,USD,0,3537,4.5,4+,Games
Circle Boom,14546944,USD,0,7,1.5,4+,Games
Donut vs Donut,85999616,USD,0.99,16,4.5,4+,Games
KORG iDS-10,88055808,USD,19.99,52,4,4+,Music
Swapperoo,24163328,USD,1.99,361,4,4+,Games
【よく当たる】手相鑑定〜選べる鑑定ジャンル(人生運、仕事運、恋愛運),55037952,USD,0,3,3.5,4+,Games
Wonder Tactics,653022208,USD,0,730,4.5,12+,Games
キスまでにしたい10のこと ~ 無料 胸きゅん恋愛小説 放置げーむ ~,51475456,USD,0,0,0,12+,Book
闇金クリッカー,41996288,USD,0,0,0,4+,Games
Special Air Wing - Flight Simulator,250717184,USD,2.99,138,4,9+,Games
King Tongue,422011904,USD,1.99,255,4.5,9+,Games
Butt Sworkit - Free Workout Trainer to tone & lift,58649600,USD,0,960,5,4+,Health & Fitness
Rapala Fishing - Daily Catch,201266176,USD,0,1666,4.5,4+,Games
Recontact: Istanbul,289065984,USD,0.99,14,3.5,4+,Games
Plants vs. Zombies™ Heroes,153967616,USD,0,16305,4.5,9+,Games
Dr. Panda's Carnival,245165056,USD,2.99,49,3.5,4+,Education
腾讯WiFi管家-手机安全免费WiFi,32029696,USD,0,8,4,4+,Utilities
Find–the–Line,458349568,USD,2.99,181,4.5,4+,Games
Moto x3m,57729024,USD,0.99,53,4.5,9+,Games
PAC-MAN Bounce - Puzzle Adventure,359372800,USD,0,392,4,4+,Games
The Everything Machine by Tinybop,226968576,USD,2.99,141,4,4+,Education
The Earth by Tinybop,491725824,USD,2.99,173,4,4+,Education
Oddworld: Munch's Oddysee,712294400,USD,2.99,200,4.5,12+,Games
Star Trek Timelines,161198080,USD,0,4721,4,12+,Games
Minecraft: Story Mode,1089228800,USD,0,20621,4,9+,Games
Thumb Drift - Furious One Touch Car Racing,184078336,USD,0,6051,4.5,4+,Games
Picolo drinking game,35566592,USD,0,227,5,17+,Entertainment
Deliveroo: Restaurant Delivery - Order Food Nearby,62734336,USD,0,1702,4.5,12+,Food & Drink
Craft The World - Episodes Edition,222253056,USD,0.99,4,5,9+,Games
Abzorb,57837568,USD,2.99,76,3.5,4+,Games
Hit the Button Math,13328384,USD,2.99,1,5,4+,Education
Supermarket Girl - Shopping Fun!,91478016,USD,0,1354,4.5,4+,Games
Super Stickman Golf 3,132153344,USD,0,1593,4.5,4+,Games
Pixel Dungeon,48006144,USD,2.99,152,4.5,9+,Games
Ookujira - Giant Whale Rampage,47969280,USD,0,878,4.5,9+,Games
霸王英雄传（吕布一统天下，演义三国群英杰传奇）,223020032,USD,0,0,0,4+,Games
PAC-MAN 256 - Endless Arcade Maze,145424384,USD,0,23015,4.5,4+,Games
Little Farmers - Tractors and Harvesters for Kids,286941184,USD,1.99,29,3,4+,Education
转转-更专业的二手闲置交易平台,78624768,USD,0,23,2.5,4+,Shopping
"S, - Puzzle Game With Create Level Feature",28254208,USD,0,0,0,4+,Games
Project Color™ by The Home Depot,47817728,USD,0,490,2.5,4+,Lifestyle
"Please, Don't Touch Anything",57004032,USD,4.99,379,4,9+,Games
Trivia Crack Kingdoms,237295616,USD,0,3250,4,4+,Games
Proton Pulse for Google Cardboard,194486272,USD,2.99,32,4.5,4+,Games
Baseball Highlights 2045,135406592,USD,3.99,278,4.5,4+,Games
BLEACH Brave Souls,181778432,USD,0,4815,4.5,12+,Games
Fancy Makeup Shop - Brush & Blush,106096640,USD,0,425,4,4+,Games
Bridge Rider,99517440,USD,0,25,4,4+,Games
Double Juggle,102620160,USD,0,1105,4.5,4+,Games
Ellipsis - Touch. Explore. Survive.,144324608,USD,4.99,23,4.5,4+,Games
Auto Warriors - Tactical Car Combat,1107044352,USD,0,352,4,12+,Games
Animal Jam - Play Wild!,620323840,USD,0,26990,4.5,9+,Games
Ultimate Wolf Simulator,138526720,USD,0.99,2737,4.5,9+,Games
VPN Express,10645504,USD,0,14,4.5,4+,Reference
TexMoji,11371520,USD,1.99,628,2,4+,Utilities
The Cat in the Hat - Read & Learn - Dr. Seuss,48586752,USD,3.99,43,4.5,4+,Book
Brain Dots - Draw and solve! Brain Training Game,53430272,USD,0,5469,4.5,4+,Games
Olympus Rising,126610432,USD,0,7072,4.5,12+,Games
Mikey Jumps,46831616,USD,0,148,4,4+,Games
Sky Viper Video Viewer,232875008,USD,0,105,3,4+,Entertainment
お小遣いアプリ。ポイントをレシートで貯めよう　／　レシポ！,16020480,USD,0,0,0,4+,Catalogs
一起作业学生端-中小学霸口袋学习辅导助手,63421440,USD,0,91,4,4+,Education
The 7 Second Challenge,40531968,USD,1.99,1838,5,4+,Games
Mon Espace - Pôle emploi,111504384,USD,0,11,5,4+,Business
DragonBox Numbers,347035648,USD,7.99,26,5,4+,Education
Army of Heroes,153125888,USD,0,1235,4.5,12+,Games
Human Resource Machine,68730880,USD,4.99,497,4.5,9+,Games
Oops You Died,338048000,USD,0,54,4.5,9+,Games
FUT Wager,43257856,USD,1.99,33,3.5,17+,Sports
Sleep Pulse 2 Motion - The Sleep Tracker for Watch,15470592,USD,3.99,448,2,4+,Health & Fitness
Frozen Frenzy Mania: Challenging Match 3 Games,296790016,USD,0,4104,4.5,4+,Games
Trick Pix - Magic & Prank Camera,17825792,USD,1.99,13,3,4+,Entertainment
Glowing Snake King - Anaconda Diep War Battle Game,29124608,USD,0,2554,4.5,4+,Games
The Battle of Polytopia,36184064,USD,0,3757,4.5,12+,Games
Youtubers Life - Gaming Channel,910734336,USD,8.99,451,4,4+,Games
Soda Dungeon,74728448,USD,0,5717,4.5,12+,Games
奇幻射击2,238636032,USD,0.99,0,0,9+,Games
Ice Queen Prom Salon: Princess Makeover Girls Game,73683968,USD,1.99,11,3.5,4+,Games
Dear Diary - Interactive Story,74420224,USD,0,8922,4.5,4+,Games
Ear Age Diagnosis,5113856,USD,0,0,0,4+,Games
Spellbinders,152692736,USD,0,1245,4,9+,Games
BADLAND 2,124445696,USD,3.99,898,4.5,9+,Games
LEGO® NEXO KNIGHTS™ : MERLOK 2.0,576817152,USD,0,837,4,9+,Games
I Keep Having This Dream,69058560,USD,1.99,79,4.5,9+,Games
The Game - Play ... as long as you can!,52744192,USD,2.99,41,4.5,9+,Games
Athletics 2: Summer Sports,243613696,USD,1.99,333,4.5,4+,Games
Mix+Smash: Marvel Super Hero Mashers,484895744,USD,0,1050,4.5,4+,Entertainment
VOEZ,299850752,USD,0,2508,4.5,4+,Games
Toy Blocks Game for Brain Traning -TSUMIKI-,97424384,USD,0,0,0,4+,Games
Fieldrunners Attack!,276512768,USD,0,1984,3.5,9+,Games
Capital One CreditWise - Credit score and report,64735232,USD,0,1019,4.5,4+,Finance
Lost Frontier,159918080,USD,2.99,153,4,12+,Games
Hungry Babies Mania,207542272,USD,0,7075,4.5,4+,Games
"Whink - Note taking, Annotate & Record Lectures",76367872,USD,4.99,110,4,4+,Productivity
暴打三国志-经典RPG角色扮演动作卡牌策略手游,134074368,USD,0,0,0,9+,Games
多重人格彼女〜僕の彼女は世界で一番可愛くて、そして狂っている〜,82006016,USD,0,0,0,17+,Games
RollerCoaster Tycoon® 3,701620224,USD,4.99,1334,4,4+,Games
Shadow Bug,246233088,USD,3.99,978,4.5,12+,Games
Bullet Force,501043200,USD,0,9289,4.5,17+,Games
脱出ゲーム　都市伝説〜杉沢村からの脱出〜,511979520,USD,0,1,4,12+,Games
Futurama: Game of Drones,385683456,USD,0,8394,4.5,12+,Games
Vault!,135558144,USD,0,1203,4.5,9+,Games
FreeVRPlayer,7944192,USD,0,134,2.5,4+,Photo & Video
Peppa Pig: Golden Boots,986284032,USD,2.99,28,3.5,4+,Education
Colorfy: Coloring Book for Adults,124185600,USD,0,247809,4.5,4+,Entertainment
Snapimals: Discover & Snap Amazing & Cute Animals!,221279232,USD,0,11060,4.5,4+,Games
一言-记录字句，发现共鸣,32125952,USD,0.99,0,0,12+,Social Networking
空格－更优秀的个人技能交易平台,46157824,USD,0,0,0,17+,Lifestyle
Battlevoid: Harbinger,108232704,USD,0.99,374,4.5,12+,Games
Stickman Football,47736832,USD,0,429,4,4+,Games
Syberia 2 (FULL),1563693056,USD,4.99,58,4,12+,Games
World Chef: Restaurant & Cooking Game,136355840,USD,0,29886,4.5,12+,Games
Dream League Soccer 2017,359676928,USD,0,66004,4.5,4+,Games
My Singing Monsters: Dawn of Fire,149613568,USD,0,7749,4.5,4+,Games
GIPHY KEYS. The GIF Keyboard,51138560,USD,0,138,3.5,12+,Utilities
Ultimate Shark Simulator,143093760,USD,0.99,256,4,9+,Games
Ultimate Lion Simulator,149815296,USD,0.99,763,4.5,12+,Games
Ultimate Dinosaur Simulator,153828352,USD,0.99,1079,3.5,9+,Games
Design Home,173576192,USD,0,23298,4.5,4+,Games
Ultimate Horse Simulator,153812992,USD,0.99,958,4.5,9+,Games
Ultimate Dragon Simulator,157528064,USD,0.99,806,4.5,12+,Games
BestieBox,48274432,USD,0,0,0,4+,Social Networking
The Abandoned,254512128,USD,1.99,26,4.5,17+,Games
NOISE,99423232,USD,0,355,3,4+,Music
Splash Pop,291697664,USD,0,63,4,12+,Games
WSwitch for Belkin WeMo,4703232,USD,1.99,138,2.5,4+,Utilities
QB Hero,29577216,USD,0,304,4.5,9+,Games
Green Eggs and Ham - Read & Learn - Dr. Seuss,46465024,USD,3.99,207,5,4+,Book
Dr. Seuss's ABC - Read & Learn - Dr. Seuss,40559616,USD,1.99,82,4.5,4+,Book
Disney Jigsaw Puzzles!,107602944,USD,0,1546,4.5,4+,Games
Spanish SOLO: Learn Spanish With Lessons On The Go,75766784,USD,0,275,4.5,9+,Education
9回裏だけ甲子園,31092736,USD,0,0,0,4+,Games
ブラックバイトはじめました。俺の嫁に捧げるストーリー【放置】,49234944,USD,0,0,0,4+,Games
激ムズ！ねこ階段,123645952,USD,0,1,5,9+,Entertainment
Tap Quest : Gate Keeper,172115968,USD,0,1252,4.5,4+,Games
Give It Up! 2,165923840,USD,0,453,4,4+,Games
Would You Rather?,33028096,USD,0,6479,4.5,12+,Games
GYMONDO – Fitness Training für Zuhause,133136384,USD,0,0,0,4+,Health & Fitness
【明星恋爱】偶像之路TIME TO STAR,201411584,USD,0.99,12,5,4+,Games
AGT: America's Got Talent Official App on NBC,24906752,USD,0,367,3,4+,Entertainment
Digit: Save Money Without Thinking About It,68513792,USD,0,1506,3.5,4+,Finance
Precision Ukulele Tuner - with Chords & Metronome,49049600,USD,1.99,105,4.5,4+,Music
Sputnik Eyes,65553408,USD,1.99,309,4,4+,Games
Sideline - 2nd Phone Number,133328896,USD,0,7907,4.5,4+,Business
Bakery Story 2,173878272,USD,0,5753,4,4+,Games
METAL SLUG ATTACK,106136576,USD,0,1324,4.5,12+,Games
Zen Brush 2,69114880,USD,2.99,114,4.5,4+,Entertainment
Don't Starve: Pocket Edition,403637248,USD,4.99,3742,4,9+,Games
口袋苍穹-首日送萧炎，重返斗气大陆,156032000,USD,0,0,0,17+,Games
全民坦克联盟—坦克帝国官方正版,124522496,USD,0,7,4.5,4+,Games
Cat Kitty Kitten Coloring Pages - Free Girl Games,39411712,USD,0,10278,4.5,4+,Games
Tropical Wars - Pirate Battles,110904320,USD,0,1465,4.5,12+,Games
网商银行,107292672,USD,0,0,0,4+,Finance
Video Smith - A Powerful video editing tool set,39056384,USD,0,1,5,4+,Photo & Video
_PRISM,400202752,USD,2.99,648,4.5,4+,Games
Hoodclips,15900672,USD,0,346,4,17+,Entertainment
Star Cheerleader - High School Tryouts,222483456,USD,0,263,4,4+,Games
Heroki,373096448,USD,4.99,225,4,9+,Games
KSI Unleashed,456900608,USD,0,854,5,17+,Games
Peanuts: Snoopy's Town Tale,95766528,USD,0,4260,3.5,4+,Games
SelfieCity,71816192,USD,0,252,5,4+,Photo & Video
Fontmania - Add Artworks & Text to Your Photos!,37767168,USD,4.99,1249,4.5,4+,Photo & Video
Sago Mini Trucks and Diggers,109857792,USD,2.99,37,4,4+,Education
Monkey Preschool Animals,126582784,USD,2.99,5,4.5,4+,Education
Bus Driving Taxi Parking Simulator Real Extreme Car Racing Sim,295681024,USD,0,199,4,4+,Games
操作しやすいナンプレ！目に優しい パズルゲーム 800問,65695744,USD,0,0,0,4+,Games
Pokémon Shuffle Mobile,106076160,USD,0,5805,4.5,4+,Games
BuriedTown - World's First Doomsday Survival Themed Game,60974080,USD,0.99,118,4,9+,Games
Tank Battle: Blitzkrieg,217393152,USD,1.99,19,3.5,12+,Games
A Color Story,39306240,USD,0,2436,4.5,4+,Photo & Video
USPS StampApp for iPad,47478784,USD,9.99,15,2.5,4+,Reference
ZAKER 专业版,75351040,USD,0.99,0,0,12+,News
PAW Patrol Pups to the Rescue,757837824,USD,1.99,22,2.5,4+,Education
PAW Patrol Pups to the Rescue HD,757911552,USD,1.99,142,3,4+,Education
シロクマ先生のゆるくない英文法,224096256,USD,11.99,0,0,4+,Education
麻雀物語３ 役満乱舞の究極大戦,2170589184,USD,9.99,0,0,12+,Games
Circle Swing,8642560,USD,0,2,3.5,4+,Games
Paper Train: Traffic,111042560,USD,0.99,20,4,4+,Games
Shapes & Colors Learning Kids Games for girls 2 +,182903808,USD,2.99,0,0,4+,Games
360 Degree,332068864,USD,0,1460,4.5,4+,Games
Marry Me - Perfect Wedding Day!,201636864,USD,0,795,4,4+,Games
Bear,29283328,USD,0,891,4.5,4+,Productivity
"ipsy - Makeup, subscription and beauty tips",35611648,USD,0,17489,5,4+,Lifestyle
How the Grinch Stole Christmas! - Read & Play,62609408,USD,3.99,49,4.5,4+,Book
Gigglebug's Face Race,191375360,USD,2.99,44,3.5,4+,Education
Trick Shot,105433088,USD,1.99,816,4.5,4+,Games
Viva™ Slots Las Vegas Classic Casino Games,167431168,USD,0,58738,4.5,12+,Games
Battle Golf,48627712,USD,0,455,4,9+,Games
Stash Invest: Investing & Financial Education,110992384,USD,0,1655,4,4+,Finance
Haywire Hospital,503320576,USD,0,285,4.5,12+,Games
Fusion Pictures - A Multiplayer Game with 4 Hidden Pics Object & 1 Word Puzzle,57844736,USD,0,0,0,4+,Games
クリアした奴マジ天才,33636352,USD,0,0,0,4+,Games
Kuro no Sekai - It's a Darkness World,90811392,USD,0,0,0,9+,Games
Octodad: Dadliest Catch,303450112,USD,4.99,1752,4,9+,Games
Transformers Rescue Bots: Save Griffin Rock,1491860480,USD,3.99,47,2.5,4+,Book
YouTube Music,114122752,USD,0,7109,3.5,17+,Music
Disney Emoji Blitz,257001472,USD,0,41036,4.5,4+,Games
Skylanders SuperChargers,1322848256,USD,0,1296,4,9+,Games
Osmo Numbers,205487104,USD,0,52,4,4+,Games
Space Grunts,61841408,USD,3.99,58,4,12+,Games
Color•多彩手帐,81757184,USD,0,485,5,9+,Lifestyle
Ultimate Fox Simulator,139665408,USD,0.99,1112,4,9+,Games
Dictionnaire Le Robert Mobile : 4 en 1,69587968,USD,7.99,1,5,4+,Reference
boohoo.com,14284800,USD,0,655,4.5,4+,Shopping
Tweetbot 4 for Twitter,12481536,USD,9.99,2213,4,17+,Social Networking
Amaranthine Voyage: The Shadow of Torment HD - A Magical Hidden Object Adventure (Full),1488330752,USD,6.99,9,4.5,9+,Games
Amaranthine Voyage: The Shadow of Torment - A Magical Hidden Object Adventure (Full),1279516672,USD,2.99,4,3,9+,Games
DinoTrek VR Experience,498358272,USD,0.99,73,4,4+,Entertainment
Game Studio Tycoon 2: Next Gen Developer,249491456,USD,3.99,110,4,4+,Games
激ムズ！ねこじゃんぷ２,49191936,USD,0,1,5,9+,Games
Lost in Harmony,207105024,USD,0,1002,4.5,9+,Games
Athletics 2: Summer Sports - Free,243888128,USD,0,2541,4.5,4+,Games
Flow Speed Control ● Professional Edition,104204288,USD,1.99,83,4.5,4+,Photo & Video
Little Nugget® - capture pregnancy & baby pics,76221440,USD,2.99,4006,4.5,4+,Photo & Video
Hey Duggee: The Big Badge App,177739776,USD,2.99,11,4,4+,Games
Moodnotes - Thought Journal / Mood Diary,54482944,USD,3.99,625,5,12+,Health & Fitness
"Hemingboard: Synonyms, Rhymes, Puns in Your Keyboard",169833472,USD,2.99,128,4,4+,Utilities
Simply Piano by JoyTunes - Learn & play piano,185430016,USD,0,2925,4.5,4+,Education
V LIVE - Broadcasting App,84481024,USD,0,937,3.5,4+,Entertainment
Rayman Classic,191037440,USD,0,293,4.5,9+,Games
The Martian: Official Game,74873856,USD,0.99,259,4,9+,Games
House of 1000 Doors: Evil Inside HD - A Hidden Object Adventure (Full),1170735104,USD,6.99,75,3.5,9+,Games
戦え！プリンセスドール,69612544,USD,0,0,0,17+,Games
Smashy Road: Wanted,200108032,USD,0,53162,4.5,9+,Games
Colorfly : Coloring Book for Adults - Free Games,61465600,USD,0,21472,4.5,4+,Games
Team USA App,42460160,USD,0,101,2.5,4+,Sports
MyDx One: Find a Strain that Works for You,38659072,USD,0,29,4,17+,Medical
DragonSoul RPG,212710400,USD,0,7681,4.5,9+,Games
VERSUS: The Lost Ones,41671680,USD,3.99,423,5,12+,Games
Deus Ex GO - Puzzle Challenge,293599232,USD,4.99,1385,4.5,12+,Games
MINE［マイン］ファッション/コーディネート動画アプリ,54054912,USD,0,0,0,4+,Catalogs
wetter.com,192418816,USD,0,0,0,4+,Weather
Cloud Chasers - A Journey of Hope,277534720,USD,3.99,36,3.5,12+,Games
League of Stickmen VIP Edition,192278528,USD,1.99,391,4.5,9+,Games
Asymmetric,76766208,USD,1.99,0,0,4+,Games
ColorArt: Coloring Book For Adults,90105856,USD,0,15797,4.5,4+,Entertainment
KOMRAD,69795840,USD,0,94,4.5,9+,Games
Pinball Breaker Forever,34252800,USD,0,190,4.5,4+,Games
Dust: An Elysian Tail,977829888,USD,5.99,884,4.5,9+,Games
C CHANNEL -Watch tips & tricks videos for girls,58049536,USD,0,21,5,12+,Photo & Video
Superhero Girl Salon: Kids Makeup and Dressup Game,95607808,USD,1.99,16,4.5,4+,Games
Bob's Burgers Pinball,48860160,USD,1.99,43,4.5,4+,Games
Shopkins Magazine - once you shop…you can’t stop!,19676160,USD,0.99,129,3,4+,Games
片手キーボードPRO,105982976,USD,2.99,0,0,4+,Utilities
Tangled Up! - Valentine Special,191583232,USD,0,16,4,4+,Games
FINAL FANTASY VII,1938644992,USD,15.99,1421,4,12+,Games
Bridge Constructor Stunts,140593152,USD,1.99,75,4,4+,Games
Circa Infinity,138744832,USD,1.99,56,5,9+,Games
Gogo Entertainment,16390144,USD,0,1482,2,12+,Travel
Attack Heroes,915254272,USD,0.99,12,5,9+,Games
a. - Physical Simulation Puzzle Game,49728512,USD,0,2,5,4+,Games
Cat-A-Pult: Endless stacking of 8-bit kittens,100000768,USD,0,141,4,4+,Games
Dawn of Gods,230893568,USD,0,833,4.5,9+,Games
SPL-T,110900224,USD,2.99,124,4,4+,Games
狼人之夜,30931968,USD,0.99,15,4.5,12+,Social Networking
Witches' Legacy: The Dark Throne HD (Full),2116109312,USD,6.99,52,3,9+,Games
Fear for Sale: Endless Voyage HD - A Mystery Hidden Object Game (Full),1921634304,USD,6.99,66,4,9+,Games
Nebraska Huskers for iPad 2015,31588352,USD,9.99,2,1,4+,Sports
Exodus,40820736,USD,0,62,3,4+,Games
Maim Street,174329856,USD,0,99,4.5,12+,Games
Sorted - Quickly Organise Your Day,101574656,USD,7.99,69,4,4+,Productivity
"SNOW - Selfie, Motion sticker, Fun camera",119274496,USD,0,1115,4,4+,Photo & Video
Beat da Beat,262926336,USD,0.99,301,5,9+,Games
Zombie Anarchy: Survival Strategy Game,255653888,USD,0,1768,4.5,17+,Games
Periodic Table Chemistry,34300928,USD,6.99,0,0,4+,Education
Infinite Skater,257843200,USD,0,360,4,4+,Games
Land Sliders,124692480,USD,0,4142,4.5,9+,Games
アイドルの姫　-わたしの青春マテリアル-,105643008,USD,0,0,0,4+,Games
Fruit Pop! Puzzles in Paradise - Fruit Pop Sequel,155375616,USD,0,261,4.5,4+,Games
开挂江湖-Q版武侠挂机,98246656,USD,0,0,0,9+,Games
Women's Health: 1500 Kalorien Tag,70312960,USD,1.99,0,0,4+,Food & Drink
Final Cut: The True Escapade HD - A Hidden Object Mystery Game (Full),905351168,USD,6.99,19,4,9+,Games
Mystery Tales: The Twilight World HD - A Hidden Object Adventure (Full),1563414528,USD,6.99,6,3,9+,Games
Mystery Tales: The Twilight World - A Hidden Object Adventure (Full),1556369408,USD,2.99,2,2.5,9+,Games
Read4Kids - Kids learn to read in 20 easy lessons,34612224,USD,2.99,27,4,4+,Education
Five Nights at Freddys 4,50814976,USD,2.99,5478,4.5,12+,Games
Burger – The Game,14188544,USD,0,1179,4.5,9+,Games
全国マルチ掲示板 for モンスト！〜タスカンと運極ができるアプリ〜,39042048,USD,0,0,0,12+,Entertainment
俺と鬼嫁の100日戦記,37478400,USD,0,3,4.5,4+,Games
Dr. Panda Candy Factory,298553344,USD,2.99,46,4,4+,Education
Foodo World,265895936,USD,2.99,7,3,4+,Education
Dr. Panda Firefighters,230628352,USD,2.99,55,3.5,4+,Education
Alliance Wars: World Domination,493512704,USD,0,176,5,12+,Games
T-Rex Simulator,142795776,USD,0.99,24,3.5,12+,Games
Disc Golf Game,233364480,USD,3.99,85,4.5,4+,Games
浪漫庄园(自由创造你的梦想),97181696,USD,0,36,4.5,12+,Games
私のヒモ男～イケメン拾いました～恋愛・放置ゲーム,104366080,USD,0,26,4.5,17+,Games
Hooty Hoo: Bingo Math,34686976,USD,1.99,0,0,4+,Education
Slash Mobs,249143296,USD,0,4179,4.5,9+,Games
JCnews - Anime & Game Culture,25467904,USD,0,0,0,17+,News
Dirt Racing Mobile 3D,233611264,USD,3.99,245,4.5,4+,Games
myINK sketch,90249216,USD,2.99,0,0,17+,Photo & Video
OPUS: The Day We Found Earth,245289984,USD,0,2491,5,4+,Games
Cut the Rope,128109568,USD,1.99,151,4.5,4+,Games
Cut the Rope HD,255006720,USD,3.99,71,4.5,4+,Games
Cut the Rope HD™,125702144,USD,0,285,4,4+,Games
Beneath The Lighthouse,149087232,USD,0,526,4,9+,Games
Goodnight Little Sandman - Bedtime Ritual,555863040,USD,3.99,0,0,4+,Education
HOOKED - Chat Stories,94545920,USD,0,47829,4.5,9+,Book
striker – dropping balls,64180224,USD,0,0,0,4+,Games
Punch Club,323284992,USD,4.99,480,4,12+,Games
Lonely One,206535680,USD,0,723,4.5,4+,Games
Dictator 2,240695296,USD,0,694,3,12+,Games
Dictator 2: Evolution,239798272,USD,1.99,67,4,12+,Games
Snug for Instagram - Preview your photos,32174080,USD,0.99,58,2.5,4+,Photo & Video
AMC,59480064,USD,0,3105,2,12+,Entertainment
TRUMP Yo'Self! Make Your Hair Great Again!,39518208,USD,0,37,4,4+,Entertainment
Kylie Jenner Official App,51452928,USD,0,3111,2.5,12+,Entertainment
Stickman Volleyball,179424256,USD,0.99,184,4.5,4+,Games
Snail Sleep-Dream Talk Recording,153040896,USD,0,19,4,4+,Health & Fitness
ホラースポット-ghost spot-意味が分かると怖いマップ,39891968,USD,0,0,0,12+,Navigation
My Challenge Tracker,78232576,USD,0,3682,5,4+,Health & Fitness
蚂蚁聚宝—蚂蚁金服旗下投资理财平台,113420288,USD,0,14,3,12+,Finance
VPN Proxy Master - Unlimited WiFi security VPN,27117568,USD,0,13674,5,4+,Productivity
Bouncy Kingdom,114930688,USD,0,55,4.5,4+,Games
My Town : Hospital,218082304,USD,2.99,186,4,4+,Education
FRESH! - ログイン不要・高画質で生放送が見放題,95488000,USD,0,0,0,17+,Entertainment
融360-贷款、信用卡、信用报告,80800768,USD,0,0,0,12+,Finance
病みカワカメラ,42884096,USD,0,1,5,12+,Photo & Video
青藍高校リア充部,85194752,USD,0,0,0,12+,Games
女の子の憧れが全てつまったTOKYOリアルコーデアプリ - TOPLOG,81313792,USD,0,0,0,17+,Lifestyle
【放置ゲー】壁ドンしたら人生変わった ～グリモアのキャラ達に壁ドン！？～,45920256,USD,0,0,0,17+,Games
Bits of Sweets,112641024,USD,0,2572,4.5,4+,Games
BMO Snaps - Adventure Time Photo Game,211572736,USD,2.99,67,4.5,9+,Games
Sophia - My Little Sis,138332160,USD,0,1193,4.5,4+,Games
Magic Rush: Heroes,129245184,USD,0,3046,4.5,12+,Games
Gather - In real life,78394368,USD,0,813,2.5,4+,Lifestyle
商品バーコードで賞味期限を通知 Limiter2 (リミッター),74308608,USD,0,0,0,4+,Food & Drink
Recolor - Coloring Book,68480000,USD,0,31180,4.5,4+,Entertainment
Explore Daniel Tiger's Neighborhood,327118848,USD,2.99,92,3.5,4+,Education
Piano Tiles 2™(Don't Tap The White Tile 2),81668096,USD,0,55077,4.5,4+,Games
Blitzrechnen 1. Klasse - Mathe lernen in der Grundschule mit Klett nach dem offiziellen Lehrplan,378085376,USD,3.99,0,0,4+,Education
Hidden Pictures by Highlights Magazine,164859904,USD,0,1478,4.5,4+,Games
Teenage Mutant Ninja Turtles: Battle Match Game,134537216,USD,1.99,70,4,9+,Games
Mods for Minecraft PC & Servers for Minecraft PE,18505728,USD,1.99,753,4.5,12+,Utilities
Slots - Huuuge Casino: Slot Machines,91105280,USD,0,13637,4.5,12+,Games
Bookling - Track Your Reading Habits,14913536,USD,0.99,20,3,4+,Productivity
Strawberry Shortcake Candy Garden,232399872,USD,0,633,4.5,4+,Entertainment
Dreampath - The Two Kingdoms HD - A Magical Hidden Object Game (Full),923066368,USD,6.99,248,4.5,9+,Games
Dark Dimensions: Homecoming HD - A Hidden Object Mystery (Full),1331712000,USD,6.99,78,3.5,9+,Games
Dark Dimensions: Homecoming - A Hidden Object Mystery (Full),1331671040,USD,2.99,10,2.5,9+,Games
Teenage Mutant Ninja Turtles: Portal Power,636086272,USD,3.99,113,4,9+,Games
PewDiePie: Legend of the Brofist,457690112,USD,4.99,10828,5,12+,Games
